tweet,sentiment
RT ResistDetention Reminder ICEgov amp CoreCivic employees constantly entering amp leaving detention centers People detainee,neutral
RT QasimRashid Reminder We mess major part b c RobWittman learned Pandemic bought Pharma stock,neutral
RT staceyabrams I proud member former Secretary State JohnKerry coalition WorldWarZeroOrg working combat c,positive
RT AdamMilstein JoeBiden must kidding He forgets historical support Chinese Communist Party CCP attacks realD,neutral
RT CrimeWatchMpls Jacob Frey screen capture CedarRiverside yesterday blaring call prayer,positive
RT va shiva JUST IN Unbelievable FBI Raids medical facility providing high dose IV VITAMIN C THERAPY COVID patients ht,neutral
Canadian Prime Minister JustinTrudeau announced rent subsidy program help small businesses impacted COVID pandemic https co tboHjuWsry,neutral
RT Grant Blank Here Georgia coronavirus data sun goes first day loosening business restrictions The,neutral
RT Auta Musa NCDC covid update Lagos new cases Gombe making respectively This reason drop,neutral
RT HeadRNColumbia Reflections st day since COVID hit Nursing America trusted profession WHO designated Ye,positive
PM Morrison billionairebunker talking points fail mention ending lockdown vaccine puts everyone risk pathogen impacts nearly every major organ system body COVID auspol https co lkjilrOiS,neutral
RT ahcancal Assisted living communities home hundreds thousands seniors nationwide ignored comes fighting,neutral
IDMOD ORG KingCountyWA KCPubHealth Yes But long It least weeks since started closing businesses parks gyms ect Everyday goes another day economy amp peoples mental state deteriorates But care I Let open things safely COVID,positive
RT NCDCgov new cases COVID reported Lagos Gombe FCT Zamfara Edo Ogun Oyo,negative
RT CAID Nigeria We continue deliver life saving food assistance IDPS different camps Borno State despite COVID We pu,negative
RT ABSCBNNews Feeling anxious COVID Quarantine A psychiatrist offers tips coping COVID https co QHPkiyZUQ,neutral
RT DelhiTimesTweet QuarantineLife Speaking virtual press conference karanvgrover said life become hectic Anyon,neutral
Well I set My face pretty much always covered banana healthylifestyle vegan fitness covid bananasarelife typo fruit https co Qi TlejSVV,positive
RT ResisterSis Today I citizen United States call congress amp presidents cabinet apply thAmendment remov,positive
Simply cruel stupid,neutral
RT BDSGing Anti epidemic Diary Twenty seven days nights Chinese medical experts Iran COVID covid iran https co mkprZ,neutral
RT north hills NHHS student teacher Justin Karolski made lasting impact students making difference f,negative
RT muglikar Lockdown social distancing ideal citizen cares others exercising restraint leaving even urgent matters,positive
RT MDMEMA ALERT We received several calls regarding questions disinfectant use COVID This reminder,negative
RT twmentality This chickenshit laughingstock suggesting Americans inject bleach cure COVID H,neutral
RT Gina Doherty Annette true NHS hero got Covid beat weeks back front line b,positive
RT Prof John Frink Friends Sorry since I last posted I lot add generally excellent,neutral
RT AaronDodd Man caught covid wants everybody else catch well Alternatively lockdown playing havoc,neutral
RT CityofSantaCruz Hey Santa Cruz everyone age SantaCruz Co H,neutral
RT va shiva JUST IN Unbelievable FBI Raids medical facility providing high dose IV VITAMIN C THERAPY COVID patients ht,neutral
Another fantastic article highlighting inefficiencies failure realDonaldTrump administration Lazy WorthlessPresident COVID Trump Coronavirus A Sour President Home Alone White House The New York Times https co CmD WQpY,neutral
Hot press latest COVID therapeutics I feel confident findings,positive
RT evankirstel Japan expanding walk drive Covid test sites gauge scale coronavirusoutbreak,negative
RT KentPage Are feeling anxious giving birth What questions ask healthcare professional Get answers,neutral
RT DFisman TCLChalk The code https co yMmtsVe Could ishaberry JPSoucy dashboard https co,negative
RT tribunephl As Friday US number COVID deaths Italy second hardest hit Spain fol,neutral
RT Trisha doc No idea BBC thought bit strange Physios might front line COVID I think th,neutral
tribelaw No matter They wasting O There almost billion us n us according stats ignorant life certainly ignorant knowledge Covid merely symptom larger threat The herd needs good culling Self culled Even better,neutral
RT TPRF How beautiful respect know respect See Prem Rawat daily new Lockdo,positive
Who needs blessing Comment amp Retweet im sending everyone day CASHAPP APPLE PAY PAY PAL Cashappblessing COVID DM ME,positive
Interesting thinking also recommendation LPT EDI LPTnhs reviewing COVID risk assessment EIA perspective many organisations may reach conclusion JohnBrouder AngelaHillery HaseebAhmad Prerana Issar ladytgaj Al Richards,positive
The force strong face mask I selling eBay covid https co JBErSZEnRb https co PNP gcCziO,negative
RT alifrance Some would say guy charge borders let ship carrying killer virus led lockdown amp kids,neutral
RT davidicke Why trust UK daily Covid updates https co rEJTAw Sn https co Apfllr,neutral
That I wrote He promoting remedies enticing base buy useless shit enrich base Just like maga hats etc,neutral
PostMalone travisbarker killed COVID I mean Nirvana tribute amazing I looking Post concerts area foofighters KristNovoselic amazeballs https co ONNYTUUoPh,positive
RT RestoreTrustOrg To lead HHSGov day day response COVID SecAzar chose dog breeder minimal public health experien,positive
RT MDMEMA ALERT We received several calls regarding questions disinfectant use COVID This reminder,negative
RT va shiva JUST IN Unbelievable FBI Raids medical facility providing high dose IV VITAMIN C THERAPY COVID patients ht,neutral
Have done Covid thing,negative
RT GavinNewsom NEW CA launched first nation program Restaurants Deliver allow local restaurants provide meals fo,positive
RT tvcnewsng BREAKING NCDCgov records new cases COVID Nigeria Lagos Gombe FCT Zamfara Edo,negative
RT CEMHW CESMMT It another long week coping COVID It perfectly normal struggling emotionally right Bu,neutral
RT HCSOTexas Sergeant Ballew supervisor Harris County Jail tested positive COVID March spent two weeks qu,negative
RT VanessaBeeley If going dance someone constitutional rights better good reason A good scientific reason,positive
RT MontefioreNYC COVID patients discharged across Montefiore Health System thank Healthcareheroes Co,positive
IngrahamAngle NOTHING right wrong entire record keeping covid NOT accurate SO anyone play one way smoke mirrors Laura TRUTH mean something godwins qanon wwg wga americastrong GreatAwakening trump,neutral
RT FreedominIran This Gazvin Regime Iran already graves prepared COVID deaths IranProtests,neutral
Thanks syracusestage making masks physician members staff patients Community physicians still facing severe ppeshortage need help get fight COVID lookforthehelpers mssnytweet https co ovQw Z na,positive
RT ChouhanShivraj While opposition busy criticizing PM Shri narendramodi India leadership constantly making progress,neutral
Yesterday nurse Covid ward tested positive likely resulting patient contact He OK amp recovering understandably stressed It reveals risks health workers frontliners face everyday protect communities us They heroes,positive
RT SidneyPowell Exactly I taken months So every Lupus patient got COVID Chines,positive
Foreign investment drying thanks COVID But may silver lining https co SyDiBu MMl,positive
RT Maryam Rajavi Executions prisoners eve Ramadan month mercy compassion indicate mullahs desperation findin,neutral
Best road recovery locally led councils https co tjFeFqyYII Bushfires Business Community Council Covid Efficiency Federal FederalGovernment Government Infrastructure Investment LGNSW LocalCouncil LocalGovernment NSW President Resources Security https co yUEEuTPP,positive
RT TheBadPUN isher The RejectScience Democrat STRATGEY use ClimateChangeHoax Trump NOT GOING TO DESTROY,neutral
Thank T,positive
RT AamerAnwar Come fight save lives get clapped risk lives dare think treated differently What,neutral
RT LucieLalumiere If considering applying wage subsidy program Games Interactive Digital Media Don,neutral
Another precious interview Epidemiologist mtosterholm CIDRAP He wonderful brilliant man imo however I think wisdom needs supplemented preventive health virological considerations https co MI yy w vB Coronavirus Covid Covid,positive
RT DMiliband Early numbers indicate COVID hospitalizes kills men women But terms total impact people,neutral
I take bullshit happen Alex,neutral
RT ROHLL Watch Numbers lie COVID California NewYork https co hwF FnzOko,positive
RT GavinNewsom NEW CA confirmed positive cases COVID cases hospitals,neutral
RT Jewel Trump Hi OG Valley Girl Los Angeles Do inject consume ANY disinfectants attempt kill COVID,neutral
RT TomthunkitsMind This This could go wrong This friend nurse Detroit Her friend works ICU Henry For,neutral
RT va shiva JUST IN Unbelievable FBI Raids medical facility providing high dose IV VITAMIN C THERAPY COVID patients ht,neutral
D Trump vs Rodrigo D Noble Prize COVID https co X G ui Ggy,negative
Premier Health working us IPC solve potential PPE crisis https co dPUJNrceqw MFG Manufacturing COVID COVID PPE,positive
RT DrEricDing people New York City tested positive coronavirus people New York City hospitali,positive
RT staceyabrams I proud member former Secretary State JohnKerry coalition WorldWarZeroOrg working combat c,positive
RT NCDCgov new cases COVID reported Lagos Gombe FCT Zamfara Edo Ogun Oyo,negative
RT NewYorkStateAG REMINDER Last week I ordered Genesis II immediately cease amp desist marketing bleach product cure,neutral
RT SenatorRomney WHO appears shown remarkable deference Chinese government throughout COVID global pandemic The,neutral
I really worried patients coming Tonight spaikin checks physicians Thomas Richard PtboFHT afhto snewbery amp javedalloo see family doctors coping COVID pandemic Producer sandragionas onhealth https co uMkU iJD J,neutral
RT HWDSB We posted update families HWDSB COVID response details plans graduation assessment scho,negative
RT MBrando Thanks Cure realDonaldTrump COVID https co q wM M SbR,positive
RT dufort jeanne I implored GaSecofState SEB make common sense changes election procedures make safer elec,positive
RT KensingtonRoyal To doctors nurses carers GPs pharmacists volunteers NHS staff working tirelessly help,positive
RT NHSWaterbury Hi Matt Thanks CheckingIn tonight HowWasYourDay It gloomy Friday sun showed finally Co,positive
RT rishibagree West Bengal officially linked deaths coronavirus instead earlier official version deaths due Co,neutral
This keeps happening People pushing bad false untrue medicine repeatedly people selling product Why would rational adult capable critical thought unable understand These people motivation simply make money,neutral
Dear COVID FOG Sincerely https co QLi wckI W covid disinfectant disinfectantfogging fogging https co JDI YH kLV,negative
RT WHO LIVE Launch Access COVID Tools ACT accelerator https co VRdOjc Bn,negative
RT NewYorkStateAG REMINDER Last week I ordered Genesis II immediately cease amp desist marketing bleach product cure,neutral
RT canalbarge Doing part StayHome COVID pandemic Stay tuned hear employees workfromhome For,neutral
RT AureHope briantylercohen OccupyDemocrats BREAKING Breakingnews I Take Responsibility Nothing Trump Covid Briefing,neutral
Facts friends Mortality rate flu around,negative
RT tedlieu Seniors Air Force Academy already isolated campus several weeks prior graduation ceremony Making,neutral
RT LaraLeaTrump I support measures hold accountable responsible unleashing deadly pandemic devastated th,neutral
Dr Bonnie Henry B C provincial health officer Minister Health Adrian Dix today report total cases COVID including Interior Health area fatalities province wide https co HnEiH Q https co wKvEisthI,negative
RT worldviewer Watch Gravitas Coronavirus outbreak A war disguise YouTube COVID CCPVIRUS CHINALiedPEOPLEDied https,neutral
RT MaziNnamdiKanu How FRAIL year old MBuhari survive multiple organ failure HEALTHY year old AbbaKyari could surv,neutral
RT NCDCgov new cases COVID reported Lagos Gombe FCT Zamfara Edo Ogun Oyo,negative
RT txpoliticjunkie people took quick blood stick covid test All positive Then took nasal swab test All negative,neutral
RT WHO LIVE Launch Access COVID Tools ACT accelerator https co VRdOjc Bn,negative
COVID New Case Report th April pm,negative
RT drpenking Crisis In Akwa Ibom State Ministry Of Health Akwa Ibom State Epidemiologist Dr Aniekeme Uwah removed office,neutral
RT NCDCgov new cases COVID reported Lagos Gombe FCT Zamfara Edo Ogun Oyo,negative
RT Hair Trump DEMOCRATS ARE CHEATING Pennsylvania Democrat Seretary Health Rachel Levine responsible making state open clo,neutral
COVID survivor LukusEstok says told good candidate donate plasma help others recover coronavirus Then DENIED donating plasma gay Story satisfying ending though watch amp PLEASE RT amp Share COVID nyc https co jGjdrEcTyZ,positive
So true phussey,positive
okAFwife realDonaldTrump ICYMI POTUS POTUS asks DHS leader DrDeborahBirx investigate using disinfectants light IN body kill COVID Laughing stock POTUS attempts gaslighting saying SARCASTIC press NOT TRUE https co vwvy OC G,neutral
Dream wife,positive
RT ChelseaClinton I believe President realDonaldTrump wants us channel True Blood Tide Pod challenge fight covid,neutral
RT va shiva JUST IN Unbelievable FBI Raids medical facility providing high dose IV VITAMIN C THERAPY COVID patients ht,neutral
RT SaharaReporters COVID Instead Of Protecting Us Security Agents Are Destroying Our Only Sources Of Livelihood Nigerian Petty Trad,neutral
RT HomeSpaceyyc Our CalgFoundation Urgent Needs page live As operators self isolation hotel homeless Calgarians,neutral
covid AlbertTait TalismanJW tatbbfar TattedBiatch TACOPSBILL crunchy manairport ManUtd ManCity ChelseaFC NUFC BarnsleyFC OfficialRUFC SouthamptonFC LUFC westhamwomen leytonorientfc CelticFC LDNLutonAirport LutonTown SunderlandAFC EastFifeFC,negative
Hearing much getherTheSeries A Thai television series starring Vachirawit Chiva aree amp Metawin Opas iamkajorn Many urged watch COVID period Singapore Anyone watching show Or I watch GOT FF R performances instead bored https co GsH ztYhfT,neutral
RT trvrb I wanted respond news COVID death Santa Clara County Feb This interesting slightly puzzling data,neutral
RT tedlieu Seniors Air Force Academy already isolated campus several weeks prior graduation ceremony Making,neutral
RT cenkuygur If wondering realDonaldTrump suggested injecting people disinfectant cure COVID shining lights,neutral
RT scottsavagelive A great opportunity give Mathieu Era,positive
RT RepCohen Today RepJerryNadler amp I sent letter Attorney General Bill Barr requesting documents amp briefing mysterious,negative
RT scrowder The American public NEEDS know new reliable data shows CoVid mortality rate As low,neutral
RT GavinNewsom NEW CA confirmed positive cases COVID cases hospitals,neutral
RT DGHisham Our top priority organise coordinate comprehensive response reduce end COVID transmission,positive
RT NewYorkStateAG REMINDER Last week I ordered Genesis II immediately cease amp desist marketing bleach product cure,neutral
RT CathyCongress Whole Foods JeffBezos refuses add Disabled Senior Shopping Hrs Covid I address CEO amp C,negative
RT BBB NtlPrograms How privacy conversations shifting COVID times cobun joined PrivacyPros D C privacy experts,neutral
RT westhawaiitoday Visitors busted violating day quarantine More https co umugkHXBrh BigIslandNews HawaiiNews WestHINew,neutral
Making Masks These Available Fabrics limited DM information We ship USPS pick masks masks keepsafe covid mask Homestead Florida https co apB RWal M,negative
RT MHOLminis In honor healthcare workers everywhere last visit shelter place begin,positive
RT nancysantanello We cure COVID Trump loving faith healers Why healong sick FakeChristi,neutral
The latest Sideris Daily https co XMLxfQvmXH covid,negative
Gbam,neutral
Rent relief way Ontario small businesses landlords onpoli hosts spaikin jm mcgrath discuss details hear first hand account trying get COVID test https co EUpp R qz,negative
I news today Are ingesting new CoVid treatments sticking disinfectant UV lights asses CoronaUpdate DisinfectantDonnie,neutral
Omo today odds high oh lol,positive
RT TobaccoFreeKids The vaping industry continues exploit COVID crisis market lung harming addictive products One comp,neutral
RT tedlieu Seniors Air Force Academy already isolated campus several weeks prior graduation ceremony Making,neutral
RT dorcasDugan Police arrest lockdown defaulters put ambulance fake covid patient https co ikhQqWTP p,neutral
RT tedlieu Seniors Air Force Academy already isolated campus several weeks prior graduation ceremony Making,neutral
RT prateektwenty After contributing PMCares fund fight COVID KatrinaKaif Kay Beauty partners DeHaat Foundation,negative
SethAbramson MaryanneChisho This Trump Covid China Biden thing real possibility Right Skipping tests part deal Sounds far fetched Ukraine scandal sounded nuts first OMG,neutral
RT KTVU COVID CA DMV waives late fees delays registration requirements https co IHXDRkO mx https co uil lx,neutral
RT va shiva JUST IN Unbelievable FBI Raids medical facility providing high dose IV VITAMIN C THERAPY COVID patients ht,neutral
RT DrJudyAMikovits This covid covering years put viruses vaccines drove pandemics po,neutral
RT USNavy USSHarrySTruman remains sea Atlantic certified carrier strike group force ready tasking order protect,neutral
RT MDMEMA ALERT We received several calls regarding questions disinfectant use COVID This reminder,negative
RT drpenking Dear Nigerians one month ago th March confirmed cases COVID death On th April,neutral
RT ashezz To prevent economic decline wake covid moratorium debt payments capital controls prevent furth,neutral
Hi EUHomeAffairs Place Beauvau BMI Bund foreignoffice Justitiedep ministerieJenV thousands refugees risk COVID Greek islands due crowded unsanitary conditions Will act LeaveNoOneBehind save lives https co kbaXvzfFeu,neutral
RT haqsmusings I participated wide ranging newsonepk discussion coronavirus origins impact conspiracy theories lockd,negative
RT cjtruth Michigan coincidence,negative
FredTJoseph Hello Fred FredTJoseph trying today miracle I homeless mother severely hit covid I lost job apt I living car praying next meal Anything help please pray RENTRELIEF Cashapp Loosechange https co Vu AotPCau,neutral
RT KolaOyeneyin We business growing May God protect frontline workers help us su,positive
RT SNHHealth RT CDCgov Wearing cloth face covering CORRECTLY help prevent spread COVID others When go es,neutral
RT UN Shutting immunization services due COVID could trigger resurgence dangerous preventable diseases WHO wo,neutral
This shit getting much day Pls StayAtHomeAndStaySafe NigeriaGov NGRPresident something StayAtHome stuff,neutral
RT CEDRdigital Many food experts shared coronavirus COVID shown transmitted food Still,neutral
RT DrMattTuck As tonight TheBMA opening phoneline doctors ring work find ppe inadequate We hel,neutral
RT CDCgov A UPMC microbiology laboratory recently received package samples special note Thanks laboratory profess,positive
RT RoryBurnside If AFL player official tests positive coronavirus sport resumes regardless whether year,neutral
RT daily trust The Presidential Task Force PTF says frontline health workers responding Novel Coronavirus COVID pande,negative
RT askjillian Here comes spin control Too late,neutral
RT NCDCgov new cases COVID reported Lagos Gombe FCT Zamfara Edo Ogun Oyo,negative
LouDobbs DrOz Dr Bruce L Davidson https co DFlYf r As seen IngrahamAngle Upper Room UV Lights UltraViolet A Light UVA DAVIDSON UV Lights Could Be Used To Fight Airborne Coronavirus COVID UVLight UVLights Dr Bruce Davidson https co lASzG sps,negative
RT NCDCgov new cases COVID reported Lagos Gombe FCT Zamfara Edo Ogun Oyo,negative
RT cjtruth Michigan coincidence,negative
RT herid fel LansdaleTaylor sctadsen USPS Here suggestion us get sidelines show president wh,neutral
RT RepCohen Today RepJerryNadler amp I sent letter Attorney General Bill Barr requesting documents amp briefing mysterious,negative
RT NCDCgov new cases COVID reported Lagos Gombe FCT Zamfara Edo Ogun Oyo,negative
RT Marc Perrone Breaking I urge Sioux Falls SmithfieldFoods workers contracted COVID NOT participate statewide stu,neutral
RT ChidiOdinkalu Uganda legal services amp legal assistance providers petitioned Chief Justice Uganda legal services b,negative
RT GavinNewsom NEW CA launched first nation program Restaurants Deliver allow local restaurants provide meals fo,positive
RT USNavy What Naval Medical Research Center help combat COVID WATCH NOW find https co XOISz Guab http,neutral
RT mommamia If trump sarcastic yesterday bleach injection Why nobody laugh call Disinfectant,neutral
RT patton If familiar DrJudyAMikovits I highly recommend listening saying She exposing alot thin,positive
RT DanPatrick I always inspired faith people Texas even worst times people Onalaska de,neutral
RT antonioguterres A world free COVID requires biggest public health effort global history Data must shared resources,positive
RT NCDCgov new cases COVID reported Lagos Gombe FCT Zamfara Edo Ogun Oyo,negative
I glad contribute piece SigalSamuel voxdotcom SARSCoV HCoV COVID coronavirus transmission risks outdoor exercise It probably fine exercise alone quarantine partners https co RNiIpbt hs,positive
RT tdouglaslawson A quick message wrap busy week My thoughts amp prayers employees fighting COVID espec,neutral
RT votevets In middle COVID pandemic Trump announces speak West Point without telling ahead time putt,neutral
Stealing credit You thanking Feds covering incompetence,neutral
RT HosniehMarbini To appoint give expert advice disproportionate impact Covid BAME communities makes clear,positive
RT ggeett aaa COVID And Rise Diminutive Democrat Dictators Even small local democrats little power WeTh,neutral
Local Sikhs community helps need COVID pandemic providing food money even face shields need America,positive
RT mnredcross Keep calm amp stitch time Saturday handmade face mask drop nearby fire station https co XTCqlx,neutral
FirstResponders EMS teams need interoperable connectivity mitigate spread COVID Telit GigabitLTE Cat LM great choice recently First Responder Technology Innovation Year CompassIntel https co WGgmxBp uy https co Hz CYjC,positive
RT NTANewsNow new cases COVID reported Lagos Gombe FCT Zamfara Edo Ogun Oyo,negative
RT eugenegu If parents grandparents diabetes hypertension obesity asthma COPD making vulnerable,neutral
RT natespuewell US combat deaths Korean War US combat deaths Vietnam War Americans killed,neutral
GovRonDeSantis To avoid spread covid medical personnel wear scrubs public virus lives porous material change hospital dr office tell GovRonDeSantis let businesses open masks temp taking free statewide testing antibodies,neutral
RT CanadaFP Statement Minister Foreign Affairs International Day Multilateralism Diplomacy Peace COVID ht,positive
RT PharmERToxGuy Toxicologist Injecting ingesting inhaling household product dangerous prevent treat,neutral
RT SenTedCruz It time Congress pass RESULTs Coronavirus Patients Act another country renowned resea,negative
RT ACLU SoCal Holding people civil immigration detention midst COVID pandemic without taking basic steps protect,neutral
RT GavinNewsom NEW CA launched first nation program Restaurants Deliver allow local restaurants provide meals fo,positive
RT Hragy RIP dear Ashraf Adly MD Head Cardiology Qena general hospital south Egypt near Luxor died today COVID infec,neutral
RT va shiva JUST IN Unbelievable FBI Raids medical facility providing high dose IV VITAMIN C THERAPY COVID patients ht,neutral
RT Finestnaijaboy Me Summer finna movie COVID,positive
RT angie rasmussen I glad contribute piece SigalSamuel voxdotcom SARSCoV HCoV COVID coronavirus transm,positive
RT cjtruth Michigan coincidence,negative
RT CBS Herridge COVID WH Briefing virus dying much rapid pace exposure higher temperatures And f,neutral
President Lukashenko many weeks total denial COVID So far infected amp died More tests done Lukashenko claims God slammed heads coronavirus As reference Ukraine tests,neutral
Warris going,negative
RT natespuewell US combat deaths Korean War US combat deaths Vietnam War Americans killed,neutral
COVID ALERT SeatGeek sued refusing give refunds coronavirus cancelations Global Pandemic News Coronavirus COVID https co RKfcnajMgo https co qdpx CkvZ,neutral
RT leahmcelrath Doctors sound alarm patients left debilitated dead Some even know infect,neutral
RT tkurdi COVID action plan protecting vulnerable Ontarians living high risk settings including homes serving developmental,neutral
RT Inevitable ET Good ole FBI Protecting us vitamin C https co B S gjiiDX,positive
RT ChelseaClinton I believe President realDonaldTrump wants us channel True Blood Tide Pod challenge fight covid,neutral
RT MarkSZaidEsq Why senior Trump official apparently experience speaking COVID Especially wbaidlaw whist,neutral
RT NikolovScience Watch insightful interview ER physicians COVID report findings based latest data,positive
RT NEJM The authors assessed transmission SARS CoV evaluated adequacy symptom based screening skilled nursing facili,negative
RT Wyn President Trump I asking sarcastic question reporters room disinfectants inside,neutral
RT ianbremmer No The alignment US led global order structurally changed radically one allowed old geopoliti,neutral
RT glo girlbree Due COVID aka Coronavirus Ill sending first people like amp retweet CashApp,negative
RT RelaxsCash Due COVID aka Coronavirus Ill sending first people like amp retweet CashApp,negative
RT MDMEMA ALERT We received several calls regarding questions disinfectant use COVID This reminder,negative
juddjulian pattonoswalt After hearing presentation President Trump suggests irradiating people bodies UV light injecting bleach alcohol deal COVID https co zLmf PcG W,neutral
RT leahmcelrath Doctors sound alarm patients left debilitated dead Some even know infect,neutral
RT NCDCgov new cases COVID reported Lagos Gombe FCT Zamfara Edo Ogun Oyo,negative
RT anne Lord mercy https co gWr jYxde,negative
RT NCDCgov new cases COVID reported Lagos Gombe FCT Zamfara Edo Ogun Oyo,negative
RT ClubMedicinale To reflect,negative
RT SkyNews Sky News analysis found England among European countries highest number excess deaths,neutral
RT WendyLeighS tannerkahler VanWACitizen WISN News GovEvers ABC ABCNewsLive And like every State protest,negative
RT GeriatricEDNews Can GeriED reliably accurately meaningfully measure frailty Absolutely says replynickel team says se,negative
Companies reveal plans work look like America returns office COVID Coronavirus SocialDistancing flattenthecurve https co z O vmFpcw,negative
RT HKrassenstein BREAKING The Guardian reports man named Mark Grenon contacted Trump days ago peddling idea using bleach,neutral
RT talkingwalk Dutton secret silent hidden govt MINISTER responsible emergencies amp home land security Not word fir,neutral
RT NCDCgov new cases COVID reported Lagos Gombe FCT Zamfara Edo Ogun Oyo,negative
RT Cmfundisi Dear DrZweliMkhize staff Maclear hospital EC fearing lives Patient admitted suspected,neutral
RT Beard Vet Again FBI needs dismantled TATTERS https co c WqgRpS,neutral
RT smitabarooah Is joke Are two countries two set damn rules Here sitting home day day followi,neutral
RT byadavbjp E GramSwaraj portal provide Gram Panchayats single interface prepare amp implement development pl,negative
RT eugenegu If parents grandparents diabetes hypertension obesity asthma COPD making vulnerable,neutral
RT GovKemp To Georgia law enforcement community thank hard work today educating public checking businesses compl,positive
RT IslamRizza Yep It real But lie exaggerate numbers Chapter https co BFg DTKrEK,neutral
RT staceyabrams I proud member former Secretary State JohnKerry coalition WorldWarZeroOrg working combat c,positive
I co signed letter MPs Peers calling Chancellor introduce Universal BasicIncome help everyone Britain recover rebuild COVID Support important action gt add name https co UCCSZadO p CompassOffice,positive
RT Proletarian RT believe Scindia responsible every Covid death Madhya Pradesh,neutral
RT RecursionChris As promised bringing x channel images deep learning embeddings COVID work pub,positive
FredTJoseph I trying get noticed ur livestreams Please HELP mom sick I work bc COVID I used take care mom pay rent bills RENTRELIEF Please help anything would help,neutral
We committing million help agri food sector expand e business COVID giving families choice buying food plants online Find https co Ryw Z nPYP OntAg OpenForBusiness CdnAgPartnership https co oS HAxJRIF,positive
RT ajplus If urgency would legislate like rent due May Rep AOC called big corporations receiving fund,neutral
RT amyklobuchar Thank Minnesota Attorney General KeithEllison I fighting make sure American choose hea,positive
RT elleprovocateur Musk Bezos Gates Branson billionaires These deadly pathogens planet Priorities The,neutral
TAPS working provide date information government resources amp benefits COVID military veteran community including surviving military families Here need know,positive
RT natespuewell GOP parscale Trump wasted two months denying virus ignoring warnings COVID spread K Americans die,neutral
RT tedlieu Seniors Air Force Academy already isolated campus several weeks prior graduation ceremony Making,neutral
RT SenTedCruz It time Congress pass RESULTs Coronavirus Patients Act another country renowned resea,negative
first one https co WcIoPBZF open https co PKirJryK mask N KN KF KF besafe socialdistance corona covid respiratormask healthy USA CANADA https co sZluox VET,positive
It even scary think kano testing days infected workers,neutral
RT DeAnna Congress CNN hits new low every single day,neutral
Amen disinfectant,positive
COVID enabled turn amplifies existing inequalities injustices course every corner earth believe,negative
RT Earth stlinda Hey ScottMorrisonMP GregHuntMP You want us trust track us FuckOff KerryStokes gets exempted frm man,negative
RT thinktankSK Saskatchewan announces new cases COVID today bring provincial total That new cases,neutral
RT CityofAtlanta Simply hospital beds capacity mean need work fill Mayor,neutral
RT heatherjones Fredo Cuomo wife bathes Clorox Prevent COVID https co EZJGTIAU,negative
RT ClaudiaRupcich A nurses standing front Capitol building silence countering protestors want open th,neutral
RT nycHealthy Do NOT ingest inject Lysol disinfectant treatment COVID Household disinfectants poisonous,neutral
RT translovelies What im gonna get covid https co F b YCWJI,negative
RT JoshFrydenberg On AnzacDay show respect served continue serve nation While year Anz,positive
RT NCDCgov new cases COVID reported Lagos Gombe FCT Zamfara Edo Ogun Oyo,negative
Why COVID confinement hitting people intellectual disabilities hard World Economic Forum https co Q H U Rh,neutral
RT ajplus SCOTUS block Trump admin public charge rule COVID pandemic despite reports ppl afraid,neutral
RT Finestnaijaboy Me Summer finna movie COVID,positive
RT SamarDJarrah Thank God fasting Ramadan cant comment COVID Jacksonville https co smzvRnUOCX,positive
RT joshtpm lab confirmed COVID cases United States,negative
RT ROHLL Watch Numbers lie COVID California NewYork https co hwF FnzOko,positive
RT cjtruth Michigan coincidence https co CHyKJUPYWR,negative
RT replouiegohmert Watch FoxNews tonight PM CENTRAL I talk GovMikeHuckabee seanhannity Democrats politicizatio,neutral
RT doctor oxford Was flirtation eugenics complicity electoral fraud contempt NHS made Dominic Cum,neutral
RT MDMEMA ALERT We received several calls regarding questions disinfectant use COVID This reminder,negative
RT berkie Berlin temporary protected bike lanes installed almost overnight response COVID https co Yy AFllE C,neutral
RT morethanmySLE My partner Jerry works MTA amp ensuring essential workers DEPEND mass transit get,positive
bringjoy reflect lives grateful,positive
RT morethanmySLE UPDATE health I considered Lupus flare Possible COVID related stress Hydroxychloroquine help,neutral
RT DonnaWR WHY New York mandating nursing homes MUST take COVID patients March ThingsThatMakeYouGoHmmm https,neutral
RT va shiva JUST IN Unbelievable FBI Raids medical facility providing high dose IV VITAMIN C THERAPY COVID patients ht,neutral
RT NoodleSparklez Gov Cuomo There another wave COVID fall I enough BS artists This virus real,neutral
RT amyklobuchar Thank Minnesota Attorney General KeithEllison I fighting make sure American choose hea,positive
Bro numbers,neutral
RT DavKat Trump rolled China inital downplaying COVID needed trade deal https co wzvxBVHgkl,neutral
TheMightySite done incredible job capturing COVID experiences Great reminder compassionate patient challenging times InThisTogether TogetherAtHome https co YQMKbEM sC,positive
GovAbbott What processes place contain spread Covid Do hospitals enough PPE Why bottom half States per capita testing Covid How contact tracing done COVID,neutral
RT ManaliShanbhag What efforts This big lie What going Is way make Indian government look good Indians sti,neutral
Great follow post FLDEO,positive
RT MamaRedfield Parmesean garlic sauce bacon green peas sauteed scallops served shells Delicious fast COVID https,positive
RT thinkers RT Fourthoption Not sure expect ReimagineTheFuture virtual summit See feedback past event Join us May help support communities impacted COVID https co hIdsKRpqPu https co MnBHUWlS K,positive
RT SenTedCruz It time Congress pass RESULTs Coronavirus Patients Act another country renowned resea,negative
