tweet,sentiment
Dream wife,positive
RT ChelseaClinton I believe President realDonaldTrump wants us channel True Blood Tide Pod challenge fight covid,neutral
RT va shiva JUST IN Unbelievable FBI Raids medical facility providing high dose IV VITAMIN C THERAPY COVID patients ht,neutral
RT SaharaReporters COVID Instead Of Protecting Us Security Agents Are Destroying Our Only Sources Of Livelihood Nigerian Petty Trad,neutral
RT HomeSpaceyyc Our CalgFoundation Urgent Needs page live As operators self isolation hotel homeless Calgarians,neutral
covid AlbertTait TalismanJW tatbbfar TattedBiatch TACOPSBILL crunchy manairport ManUtd ManCity ChelseaFC NUFC BarnsleyFC OfficialRUFC SouthamptonFC LUFC westhamwomen leytonorientfc CelticFC LDNLutonAirport LutonTown SunderlandAFC EastFifeFC,negative
Hearing much getherTheSeries A Thai television series starring Vachirawit Chiva aree amp Metawin Opas iamkajorn Many urged watch COVID period Singapore Anyone watching show Or I watch GOT FF R performances instead bored https co GsH ztYhfT,neutral
RT trvrb I wanted respond news COVID death Santa Clara County Feb This interesting slightly puzzling data,neutral
RT tedlieu Seniors Air Force Academy already isolated campus several weeks prior graduation ceremony Making,neutral
RT cenkuygur If wondering realDonaldTrump suggested injecting people disinfectant cure COVID shining lights,neutral
RT scottsavagelive A great opportunity give Mathieu Era,positive
RT RepCohen Today RepJerryNadler amp I sent letter Attorney General Bill Barr requesting documents amp briefing mysterious,neutral
RT scrowder The American public NEEDS know new reliable data shows CoVid mortality rate As low,neutral
RT GavinNewsom NEW CA confirmed positive cases COVID cases hospitals,neutral
RT DGHisham Our top priority organise coordinate comprehensive response reduce end COVID transmission,positive
RT NewYorkStateAG REMINDER Last week I ordered Genesis II immediately cease amp desist marketing bleach product cure,neutral
RT CathyCongress Whole Foods JeffBezos refuses add Disabled Senior Shopping Hrs Covid I address CEO amp C,positive
RT BBB NtlPrograms How privacy conversations shifting COVID times cobun joined PrivacyPros D C privacy experts,neutral
RT westhawaiitoday Visitors busted violating day quarantine More https co umugkHXBrh BigIslandNews HawaiiNews WestHINew,negative
Making Masks These Available Fabrics limited DM information We ship USPS pick masks masks keepsafe covid mask Homestead Florida https co apB RWal M,neutral
RT MHOLminis In honor healthcare workers everywhere last visit shelter place begin,neutral
RT nancysantanello We cure COVID Trump loving faith healers Why healong sick FakeChristi,neutral
The latest Sideris Daily https co XMLxfQvmXH covid,positive
Gbam,positive
Rent relief way Ontario small businesses landlords onpoli hosts spaikin jm mcgrath discuss details hear first hand account trying get COVID test https co EUpp R qz,neutral
I news today Are ingesting new CoVid treatments sticking disinfectant UV lights asses CoronaUpdate DisinfectantDonnie,neutral
Omo today odds high oh lol,positive
RT TobaccoFreeKids The vaping industry continues exploit COVID crisis market lung harming addictive products One comp,neutral
RT tedlieu Seniors Air Force Academy already isolated campus several weeks prior graduation ceremony Making,neutral
RT dorcasDugan Police arrest lockdown defaulters put ambulance fake covid patient https co ikhQqWTP p,neutral
RT tedlieu Seniors Air Force Academy already isolated campus several weeks prior graduation ceremony Making,neutral
RT prateektwenty After contributing PMCares fund fight COVID KatrinaKaif Kay Beauty partners DeHaat Foundation,positive
SethAbramson MaryanneChisho This Trump Covid China Biden thing real possibility Right Skipping tests part deal Sounds far fetched Ukraine scandal sounded nuts first OMG,neutral
RT KTVU COVID CA DMV waives late fees delays registration requirements https co IHXDRkO mx https co uil lx,negative
RT va shiva JUST IN Unbelievable FBI Raids medical facility providing high dose IV VITAMIN C THERAPY COVID patients ht,neutral
RT DrJudyAMikovits This covid covering years put viruses vaccines drove pandemics po,neutral
RT USNavy USSHarrySTruman remains sea Atlantic certified carrier strike group force ready tasking order protect,neutral
RT MDMEMA ALERT We received several calls regarding questions disinfectant use COVID This reminder,negative
RT drpenking Dear Nigerians one month ago th March confirmed cases COVID death On th April,neutral
RT ashezz To prevent economic decline wake covid moratorium debt payments capital controls prevent furth,neutral
Hi EUHomeAffairs Place Beauvau BMI Bund foreignoffice Justitiedep ministerieJenV thousands refugees risk COVID Greek islands due crowded unsanitary conditions Will act LeaveNoOneBehind save lives https co kbaXvzfFeu,neutral
RT haqsmusings I participated wide ranging newsonepk discussion coronavirus origins impact conspiracy theories lockd,neutral
RT cjtruth Michigan coincidence,neutral
FredTJoseph Hello Fred FredTJoseph trying today miracle I homeless mother severely hit covid I lost job apt I living car praying next meal Anything help please pray RENTRELIEF Cashapp Loosechange https co Vu AotPCau,neutral
RT KolaOyeneyin We business growing May God protect frontline workers help us su,neutral
RT SNHHealth RT CDCgov Wearing cloth face covering CORRECTLY help prevent spread COVID others When go es,neutral
RT UN Shutting immunization services due COVID could trigger resurgence dangerous preventable diseases WHO wo,neutral
This shit getting much day Pls StayAtHomeAndStaySafe NigeriaGov NGRPresident something StayAtHome stuff,neutral
RT CEDRdigital Many food experts shared coronavirus COVID shown transmitted food Still,neutral
RT DrMattTuck As tonight TheBMA opening phoneline doctors ring work find ppe inadequate We hel,neutral
RT CDCgov A UPMC microbiology laboratory recently received package samples special note Thanks laboratory profess,neutral
RT RoryBurnside If AFL player official tests positive coronavirus sport resumes regardless whether year,neutral
RT daily trust The Presidential Task Force PTF says frontline health workers responding Novel Coronavirus COVID pande,neutral
RT askjillian Here comes spin control Too late,neutral
RT NCDCgov new cases COVID reported Lagos Gombe FCT Zamfara Edo Ogun Oyo,negative
LouDobbs DrOz Dr Bruce L Davidson https co DFlYf r As seen IngrahamAngle Upper Room UV Lights UltraViolet A Light UVA DAVIDSON UV Lights Could Be Used To Fight Airborne Coronavirus COVID UVLight UVLights Dr Bruce Davidson https co lASzG sps,neutral
RT NCDCgov new cases COVID reported Lagos Gombe FCT Zamfara Edo Ogun Oyo,negative
RT cjtruth Michigan coincidence,neutral
RT herid fel LansdaleTaylor sctadsen USPS Here suggestion us get sidelines show president wh,neutral
RT RepCohen Today RepJerryNadler amp I sent letter Attorney General Bill Barr requesting documents amp briefing mysterious,neutral
RT NCDCgov new cases COVID reported Lagos Gombe FCT Zamfara Edo Ogun Oyo,negative
RT Marc Perrone Breaking I urge Sioux Falls SmithfieldFoods workers contracted COVID NOT participate statewide stu,neutral
RT ChidiOdinkalu Uganda legal services amp legal assistance providers petitioned Chief Justice Uganda legal services b,neutral
RT GavinNewsom NEW CA launched first nation program Restaurants Deliver allow local restaurants provide meals fo,positive
RT USNavy What Naval Medical Research Center help combat COVID WATCH NOW find https co XOISz Guab http,neutral
RT mommamia If trump sarcastic yesterday bleach injection Why nobody laugh call Disinfectant,neutral
RT patton If familiar DrJudyAMikovits I highly recommend listening saying She exposing alot thin,neutral
RT DanPatrick I always inspired faith people Texas even worst times people Onalaska de,neutral
RT antonioguterres A world free COVID requires biggest public health effort global history Data must shared resources,positive
RT NCDCgov new cases COVID reported Lagos Gombe FCT Zamfara Edo Ogun Oyo,negative
I glad contribute piece SigalSamuel voxdotcom SARSCoV HCoV COVID coronavirus transmission risks outdoor exercise It probably fine exercise alone quarantine partners https co RNiIpbt hs,positive
RT tdouglaslawson A quick message wrap busy week My thoughts amp prayers employees fighting COVID espec,neutral
RT votevets In middle COVID pandemic Trump announces speak West Point without telling ahead time putt,neutral
Stealing credit You thanking Feds covering incompetence,positive
RT HosniehMarbini To appoint give expert advice disproportionate impact Covid BAME communities makes clear,neutral
RT ggeett aaa COVID And Rise Diminutive Democrat Dictators Even small local democrats little power WeTh,neutral
Local Sikhs community helps need COVID pandemic providing food money even face shields need America,neutral
RT mnredcross Keep calm amp stitch time Saturday handmade face mask drop nearby fire station https co XTCqlx,neutral
FirstResponders EMS teams need interoperable connectivity mitigate spread COVID Telit GigabitLTE Cat LM great choice recently First Responder Technology Innovation Year CompassIntel https co WGgmxBp uy https co Hz CYjC,positive
RT NTANewsNow new cases COVID reported Lagos Gombe FCT Zamfara Edo Ogun Oyo,negative
RT eugenegu If parents grandparents diabetes hypertension obesity asthma COPD making vulnerable,neutral
RT natespuewell US combat deaths Korean War US combat deaths Vietnam War Americans killed,neutral
GovRonDeSantis To avoid spread covid medical personnel wear scrubs public virus lives porous material change hospital dr office tell GovRonDeSantis let businesses open masks temp taking free statewide testing antibodies,neutral
RT CanadaFP Statement Minister Foreign Affairs International Day Multilateralism Diplomacy Peace COVID ht,negative
RT PharmERToxGuy Toxicologist Injecting ingesting inhaling household product dangerous prevent treat,neutral
RT SenTedCruz It time Congress pass RESULTs Coronavirus Patients Act another country renowned resea,neutral
RT ACLU SoCal Holding people civil immigration detention midst COVID pandemic without taking basic steps protect,neutral
RT GavinNewsom NEW CA launched first nation program Restaurants Deliver allow local restaurants provide meals fo,positive
RT Hragy RIP dear Ashraf Adly MD Head Cardiology Qena general hospital south Egypt near Luxor died today COVID infec,neutral
RT va shiva JUST IN Unbelievable FBI Raids medical facility providing high dose IV VITAMIN C THERAPY COVID patients ht,neutral
RT Finestnaijaboy Me Summer finna movie COVID,neutral
RT angie rasmussen I glad contribute piece SigalSamuel voxdotcom SARSCoV HCoV COVID coronavirus transm,neutral
RT cjtruth Michigan coincidence,neutral
RT CBS Herridge COVID WH Briefing virus dying much rapid pace exposure higher temperatures And f,neutral
President Lukashenko many weeks total denial COVID So far infected amp died More tests done Lukashenko claims God slammed heads coronavirus As reference Ukraine tests,neutral
Warris going,positive
RT natespuewell US combat deaths Korean War US combat deaths Vietnam War Americans killed,neutral
COVID ALERT SeatGeek sued refusing give refunds coronavirus cancelations Global Pandemic News Coronavirus COVID https co RKfcnajMgo https co qdpx CkvZ,negative
RT leahmcelrath Doctors sound alarm patients left debilitated dead Some even know infect,neutral
RT tkurdi COVID action plan protecting vulnerable Ontarians living high risk settings including homes serving developmental,neutral
RT Inevitable ET Good ole FBI Protecting us vitamin C https co B S gjiiDX,positive
RT ChelseaClinton I believe President realDonaldTrump wants us channel True Blood Tide Pod challenge fight covid,neutral
RT MarkSZaidEsq Why senior Trump official apparently experience speaking COVID Especially wbaidlaw whist,neutral
RT NikolovScience Watch insightful interview ER physicians COVID report findings based latest data,neutral
RT NEJM The authors assessed transmission SARS CoV evaluated adequacy symptom based screening skilled nursing facili,neutral
RT Wyn President Trump I asking sarcastic question reporters room disinfectants inside,neutral
RT ianbremmer No The alignment US led global order structurally changed radically one allowed old geopoliti,neutral
RT glo girlbree Due COVID aka Coronavirus Ill sending first people like amp retweet CashApp,neutral
RT RelaxsCash Due COVID aka Coronavirus Ill sending first people like amp retweet CashApp,neutral
RT MDMEMA ALERT We received several calls regarding questions disinfectant use COVID This reminder,negative
juddjulian pattonoswalt After hearing presentation President Trump suggests irradiating people bodies UV light injecting bleach alcohol deal COVID https co zLmf PcG W,neutral
RT leahmcelrath Doctors sound alarm patients left debilitated dead Some even know infect,neutral
RT NCDCgov new cases COVID reported Lagos Gombe FCT Zamfara Edo Ogun Oyo,negative
RT anne Lord mercy https co gWr jYxde,negative
RT NCDCgov new cases COVID reported Lagos Gombe FCT Zamfara Edo Ogun Oyo,negative
RT ClubMedicinale To reflect,neutral
RT SkyNews Sky News analysis found England among European countries highest number excess deaths,neutral
RT WendyLeighS tannerkahler VanWACitizen WISN News GovEvers ABC ABCNewsLive And like every State protest,neutral
RT GeriatricEDNews Can GeriED reliably accurately meaningfully measure frailty Absolutely says replynickel team says se,neutral
Companies reveal plans work look like America returns office COVID Coronavirus SocialDistancing flattenthecurve https co z O vmFpcw,neutral
RT HKrassenstein BREAKING The Guardian reports man named Mark Grenon contacted Trump days ago peddling idea using bleach,neutral
RT talkingwalk Dutton secret silent hidden govt MINISTER responsible emergencies amp home land security Not word fir,neutral
RT NCDCgov new cases COVID reported Lagos Gombe FCT Zamfara Edo Ogun Oyo,negative
RT Cmfundisi Dear DrZweliMkhize staff Maclear hospital EC fearing lives Patient admitted suspected,neutral
RT Beard Vet Again FBI needs dismantled TATTERS https co c WqgRpS,neutral
RT smitabarooah Is joke Are two countries two set damn rules Here sitting home day day followi,neutral
RT byadavbjp E GramSwaraj portal provide Gram Panchayats single interface prepare amp implement development pl,positive
RT eugenegu If parents grandparents diabetes hypertension obesity asthma COPD making vulnerable,neutral
RT GovKemp To Georgia law enforcement community thank hard work today educating public checking businesses compl,neutral
RT IslamRizza Yep It real But lie exaggerate numbers Chapter https co BFg DTKrEK,neutral
RT staceyabrams I proud member former Secretary State JohnKerry coalition WorldWarZeroOrg working combat c,neutral
I co signed letter MPs Peers calling Chancellor introduce Universal BasicIncome help everyone Britain recover rebuild COVID Support important action gt add name https co UCCSZadO p CompassOffice,negative
RT Proletarian RT believe Scindia responsible every Covid death Madhya Pradesh,neutral
RT RecursionChris As promised bringing x channel images deep learning embeddings COVID work pub,neutral
FredTJoseph I trying get noticed ur livestreams Please HELP mom sick I work bc COVID I used take care mom pay rent bills RENTRELIEF Please help anything would help,neutral
We committing million help agri food sector expand e business COVID giving families choice buying food plants online Find https co Ryw Z nPYP OntAg OpenForBusiness CdnAgPartnership https co oS HAxJRIF,neutral
RT ajplus If urgency would legislate like rent due May Rep AOC called big corporations receiving fund,neutral
RT amyklobuchar Thank Minnesota Attorney General KeithEllison I fighting make sure American choose hea,neutral
RT elleprovocateur Musk Bezos Gates Branson billionaires These deadly pathogens planet Priorities The,neutral
TAPS working provide date information government resources amp benefits COVID military veteran community including surviving military families Here need know,neutral
RT natespuewell GOP parscale Trump wasted two months denying virus ignoring warnings COVID spread K Americans die,neutral
RT tedlieu Seniors Air Force Academy already isolated campus several weeks prior graduation ceremony Making,neutral
RT SenTedCruz It time Congress pass RESULTs Coronavirus Patients Act another country renowned resea,neutral
first one https co WcIoPBZF open https co PKirJryK mask N KN KF KF besafe socialdistance corona covid respiratormask healthy USA CANADA https co sZluox VET,negative
It even scary think kano testing days infected workers,neutral
RT DeAnna Congress CNN hits new low every single day,neutral
Amen disinfectant,neutral
COVID enabled turn amplifies existing inequalities injustices course every corner earth believe,neutral
RT Earth stlinda Hey ScottMorrisonMP GregHuntMP You want us trust track us FuckOff KerryStokes gets exempted frm man,neutral
RT thinktankSK Saskatchewan announces new cases COVID today bring provincial total That new cases,neutral
RT CityofAtlanta Simply hospital beds capacity mean need work fill Mayor,neutral
RT heatherjones Fredo Cuomo wife bathes Clorox Prevent COVID https co EZJGTIAU,negative
RT ClaudiaRupcich A nurses standing front Capitol building silence countering protestors want open th,neutral
RT nycHealthy Do NOT ingest inject Lysol disinfectant treatment COVID Household disinfectants poisonous,neutral
RT translovelies What im gonna get covid https co F b YCWJI,neutral
RT JoshFrydenberg On AnzacDay show respect served continue serve nation While year Anz,neutral
RT NCDCgov new cases COVID reported Lagos Gombe FCT Zamfara Edo Ogun Oyo,negative
Why COVID confinement hitting people intellectual disabilities hard World Economic Forum https co Q H U Rh,neutral
RT ajplus SCOTUS block Trump admin public charge rule COVID pandemic despite reports ppl afraid,neutral
RT Finestnaijaboy Me Summer finna movie COVID,neutral
RT SamarDJarrah Thank God fasting Ramadan cant comment COVID Jacksonville https co smzvRnUOCX,negative
RT joshtpm lab confirmed COVID cases United States,neutral
RT ROHLL Watch Numbers lie COVID California NewYork https co hwF FnzOko,negative
RT cjtruth Michigan coincidence https co CHyKJUPYWR,negative
RT replouiegohmert Watch FoxNews tonight PM CENTRAL I talk GovMikeHuckabee seanhannity Democrats politicizatio,neutral
RT doctor oxford Was flirtation eugenics complicity electoral fraud contempt NHS made Dominic Cum,neutral
RT MDMEMA ALERT We received several calls regarding questions disinfectant use COVID This reminder,negative
RT berkie Berlin temporary protected bike lanes installed almost overnight response COVID https co Yy AFllE C,negative
RT morethanmySLE My partner Jerry works MTA amp ensuring essential workers DEPEND mass transit get,neutral
bringjoy reflect lives grateful,positive
RT morethanmySLE UPDATE health I considered Lupus flare Possible COVID related stress Hydroxychloroquine help,neutral
RT DonnaWR WHY New York mandating nursing homes MUST take COVID patients March ThingsThatMakeYouGoHmmm https,negative
RT va shiva JUST IN Unbelievable FBI Raids medical facility providing high dose IV VITAMIN C THERAPY COVID patients ht,neutral
RT NoodleSparklez Gov Cuomo There another wave COVID fall I enough BS artists This virus real,neutral
RT amyklobuchar Thank Minnesota Attorney General KeithEllison I fighting make sure American choose hea,neutral
Bro numbers,positive
RT DavKat Trump rolled China inital downplaying COVID needed trade deal https co wzvxBVHgkl,negative
TheMightySite done incredible job capturing COVID experiences Great reminder compassionate patient challenging times InThisTogether TogetherAtHome https co YQMKbEM sC,neutral
GovAbbott What processes place contain spread Covid Do hospitals enough PPE Why bottom half States per capita testing Covid How contact tracing done COVID,neutral
RT ManaliShanbhag What efforts This big lie What going Is way make Indian government look good Indians sti,neutral
Great follow post FLDEO,positive
RT MamaRedfield Parmesean garlic sauce bacon green peas sauteed scallops served shells Delicious fast COVID https,negative
RT thinkers RT Fourthoption Not sure expect ReimagineTheFuture virtual summit See feedback past event Join us May help support communities impacted COVID https co hIdsKRpqPu https co MnBHUWlS K,negative
RT SenTedCruz It time Congress pass RESULTs Coronavirus Patients Act another country renowned resea,neutral
CAEHealthcare Suffering w anxiety mentalhealth depression result covid coronavirus You alone Check Dashboard Report whats happening others like amp feel free take survey see measure others https co VsvjLn fO,neutral
RT matthewamiller Just think much time wasted past three years professionals inside government tre,neutral
RT CGTNOfficial China reported new confirmed COVID cases Friday imported according National Health Co,neutral
RT JackHarrisNDP The prison population vulnerable COVID If act consequences could devastating Lots,neutral
HillaryClinton How many connected tainted test kits https co Z CyGajb,positive
RT AdityaRajKaul Issue oil prices implications also discussed India Gulf countries amidst COVID,neutral
RT NCDCgov new cases COVID reported Lagos Gombe FCT Zamfara Edo Ogun Oyo,negative
And enough sue ass directly aplly th even better make hom drink bottle National TV,neutral
RT SRuhle Why earth phunware data collection firm led blythemasters qualify PPP loan meant businesses dram,neutral
RT emirates Emirates become first airline conduct site rapid COVID tests passengers The health safety pa,neutral
RT svenstoffels Corona CHingChan lil dance us corona covid chinesevirus chinavirus https co OHnSKshHtE,negative
RT Nelie Whyte Staff work place booked covid tests Mine tomorrow morning I afraid actual test,neutral
RT Noid DisinfectantDonnie Now Mike Pence Dr Brix amp I take Covid shots https co M WEMWW,neutral
RT GovMurphy We confirmed COVID cases Atlantic Bergen Burlington Camden Cape Ma,negative
April Europe Coronavirus disease COVID pandemic timeline CoronaVirusUpdate CoronavirusDiseasePandemic COVID Click link timeline video https co uF JN lfG https co lnAgKJfo J,negative
My father always advise check facts talk Your credibility relay say others weneed rightleaders GovernorAndrewCuomo remarkable Empathy leadbyexample covidtrap COVID,neutral
RT TheAgenda I really worried patients coming Tonight spaikin checks physicians Thomas Richard,neutral
RT mawugoodimpact Hand hygiene paramount wash hands often soap water Use enough soap make sure parts bo,neutral
RT projecthopeorg We thrilled announce Geeks HOPE live streaming amp fundraising partnership worldbuilders Beginning today,neutral
RT DrLee America SKYRIDER SteveSisolak POSITIVE RESULTS NY Doctor treating COVID ChineseCoronaVirus malaria dr,neutral
RT LeaderHoyer A comprehensive report JECDems offers important look minority communities amp low income Americans hi,neutral
ISLAMIC FORUM OF CANADA TARAWEEH DAILY LIVESTREAM PROGRAM With His Eminence Shaykh Faisal Hamid Abdur Razak Subscribe Shaykh Faisal YouTube Channel https co Eg I R ShaykhFaisal Ramadan IFCRamadan Ramadan Fasting Islam CoronaVirus Virus COVID https co b r vALBs,neutral
RT va shiva JUST IN Unbelievable FBI Raids medical facility providing high dose IV VITAMIN C THERAPY COVID patients ht,neutral
RT unisyscorp This article raises good questions How people feel giving privacy helps us stay safe prevent future pandemics https co ellqGXO COVID InfoSec Security,neutral
RT chrismattmann Thanks realDonaldTrump giving credit NASAJPL VITAL ventilator project The work agency fight,neutral
You bloody hypocrite WHO whomallowed covid infect The World cause mass deaths drtedros You need stand trial World mass deaths Shame We forget forgive see Court trial mass deaths innocent people,neutral
Dealing fear fatigue stress I positive ways deal three COVID times Take time weekend see tips help DailyDose COVID resilience coping Stress https co wEJoH oVs,neutral
Praise God I one,positive
RT AdityaRajKaul Hindu girls abducted Pakistan even COVID pandemic Now two minor Hindu girls abducted f,neutral
RT AlexRyals Working remote due COVID Here tips keep data safe TechDataSecInf https co MqMLgzCG remo,neutral
RT ChelseaClinton I believe President realDonaldTrump wants us channel True Blood Tide Pod challenge fight covid,neutral
RT joannaccherry It pretty clear UK Govt say SAGE The following science mantra revealed,neutral
RT MzDivah ChickenTrump want take questions WH press Corp messed bigly suggesting people inject th,neutral
RT SidneyPowell Exactly I taken months So every Lupus patient got COVID Chines,positive
RT morethanmySLE Pence really laying EXTRA thick today testing He calm dramatic MEANWHILE Gover,neutral
RT NCDCgov new cases COVID reported Lagos Gombe FCT Zamfara Edo Ogun Oyo,negative
RT natespuewell US combat deaths Korean War US combat deaths Vietnam War Americans killed,neutral
RT NewYorkStateAG REMINDER Last week I ordered Genesis II immediately cease amp desist marketing bleach product cure,neutral
RT LTr uble So child go back school room full kids social distancing driving hours visit friend,neutral
RT SaharaReporters BREAKING Nigeria Records New COVID Cases Sahara Reporters new cases COVID reported,neutral
RT natespuewell US combat deaths Korean War US combat deaths Vietnam War Americans killed,neutral
SkyNews U K covid deaths including nursing home deaths track highest deaths per capita anywhere world Thank Boris buddies,neutral
RT va shiva JUST IN Unbelievable FBI Raids medical facility providing high dose IV VITAMIN C THERAPY COVID patients ht,neutral
RT learning fly African countries enough ventilators amp PPE deal w Covid So Swedish International Development Corp A,negative
RT NCDCgov new cases COVID reported Lagos Gombe FCT Zamfara Edo Ogun Oyo,negative
Thread MD,positive
RT Hair Trump DEMOCRATS ARE CHEATING Pennsylvania Democrat Seretary Health Rachel Levine responsible making state open clo,neutral
I AM SARCASTIC According wise words Donald Trump AMERICA FIRST sure deaths USA This nation occupying first place Coronavirus Pandemic took light advice scientists Drs working WHO,neutral
RT karynmaughan Over past seven weeks America went Covid infections deaths To cases deaths,neutral
RT Inevitable ET Good ole FBI Protecting us vitamin C https co B S gjiiDX,positive
RT acsofian White people primitive even update racist yellow peril stuff popula,neutral
RT ROHLL Watch Numbers lie COVID California NewYork https co hwF FnzOko,negative
RT Noid Acyn Guess DisinfectantDonnie go take Covid shots https co NSMtGlfZeh,neutral
RT jgmonte PressSec realDonaldTrump PressSec Hi Kayleigh Will White House releasing realDonaldTrump recommended dosage,neutral
RT EricTopol What mortality rate COVID patients put mechanical ventilator A new JAMA current https co giDiEXp M,neutral
RT GovMurphy UPDATE We new positive COVID test results pushing state total As cross must,positive
When mtosterholm stopped listening vote confidence via NewsHour COVID https co avSjgq qYg,neutral
SenThomTillis usedgov StayAtHome working Economic Impact Payments Coronavirus enough allow people StayHome need second round StimulusChecks ASAP long term StimulusPlan COVID StimulusBill COVID stimuluspayment stimuluspackage lockdownextension,neutral
RT CellCellPress In depth analysis human animal host response following SARSCoV infection reveals transcriptional signatures und,neutral
Problem problem ANOTHER PROBLEM,positive
RT NCDCgov new cases COVID reported Lagos Gombe FCT Zamfara Edo Ogun Oyo,negative
RT AdityaRajKaul Hindu girls abducted Pakistan even COVID pandemic Now two minor Hindu girls abducted f,neutral
RT jarro Emerging Dragon jamiesonmurph IxatDnats thelandnews It time bring state amp federal matters corruption back,neutral
Now another look countries highest deaths per capita All making great progress Seems like took seriously https co eYdhqNA X https co bl jgBmJsb,positive
RT SammyHudes Um wow If NHL restarts multiple players test positive COVID necessarily shut whole,neutral
Anjali Desai panoramateam joined member roundtable COVID low middle income countries share insights preparedness advocacy response Check Pandemic Action Network advocate action https co pXqEeV SAh maskingforafriend,positive
RT stellagarciam even world stops takes collective breath capable showing one another And,neutral
Any local favorite would F ing good right madisonwi takeout meme isthmusmadison saverestaurants restaurant covid quarantine newyorkercartoons americanbystander airmailweekly madmagazine weeklyhumorist tnycartoons stayathome selfquarantine https co RaB IukteH,neutral
RT JBuchananBKK WorkFromHome becomes MobFromHome Thailand mob protest Another day another innovative hashtag,negative
RT smitabarooah Is joke Are two countries two set damn rules Here sitting home day day followi,neutral
RT GavinNewsom NEW CA launched first nation program Restaurants Deliver allow local restaurants provide meals fo,positive
RT suresh n S SenatorDurbin sheds crocodile tears immigrants hurts immigrants color Talks bipartisanship,neutral
Very worrying figures Strong resilient health systems crucial respond COVID also ensure continued delivery essential services critical maternal child survival HealthForAll,neutral
RT DrTedros R amp D plays central role combating COVID Today WHO proud unite partners amp launch Access COVID To,neutral
RT mommamia If trump sarcastic yesterday bleach injection Why nobody laugh call Disinfectant,neutral
Lagos consecutive figures Mahn Damn,neutral
LabCorp let talk treating employees Not paying k rest year Not giving yearly raises earned Not requiring patients wear masks retesting COVID You respect employees shame,neutral
Because COVID birthdayparty one wish hopes internet makes happen WATCH https co I H f QuarantineBirthday BirthdayWish HappyBirthday AutismAcceptance IAmSteveHarvey TheEllenShow ellentube vCaffy autismspeaks,neutral
RT williams paige self proclaimed archbishop pushing potentially lethal miracle cure White House brands chemi,neutral
BobMenendezNJ please help NJ unemployment I filed due laid covid Can get anyone phone answer emails I know thousands dealing issues PLEASE HELP,neutral
RT NCDCgov new cases COVID reported Lagos Gombe FCT Zamfara Edo Ogun Oyo,negative
Animus PBSWI GovEvers fredwistv TheDemocrats says NOT punishable infect someone HIV outdoor protest charge w bioterrorism Wars amp Pandemics supersede Bill Rights Idiot reopenwisconsin COVID,neutral
RT GovHolcomb While meeting leaders Indiana General Assembly afternoon took call VP I able upda,neutral
RT danielzliu Disinfectants UV light kill COVID surfaces inside humans,neutral
COVID Turds punchbowl,negative
RT cjtruth Michigan coincidence,neutral
RT NCDCgov new cases COVID reported Lagos Gombe FCT Zamfara Edo Ogun Oyo,negative
RT GovernorTomWolf COVID brought carousel negative emotions lot us Many Pennsylvanians finding hard mee,neutral
RT JelCastragigo Lifting COVID restrictions already Australia Just guns making sound mean stick yo,neutral
RT polbikers I invented device allows close caption thoughts people camera I used first time wit,positive
Personnes sauv es toutes les minutes Temps pass en confinement Jours Heures Minutes ConfinementJour covid RestezChezVous RestezAlaMaison covid CoronavirusFrance confinement COVID france Coronavirus,neutral
RT NCDCgov new cases COVID reported Lagos Gombe FCT Zamfara Edo Ogun Oyo,negative
I mean couple Trump supporters decide drink bleach covid NotMyPresident worsethingscouldhappen,neutral
RT jimmyle Better yet states denying Hydroxycholorquine saying FDA says unsafe Are idiots trying,neutral
RT AndreVltchek This center richest city SouthAmerica SantiagoDeChile weeks lockdowns Totally ruined How many,neutral
RT mayorcantrell FREE TESTING FREE MASKS Free covid testing today xula GertTown pm We doubling number,neutral
RT GrahamLedger Tonight The latest mantra Covid blue state governors scientific paradox Also The political pushback,neutral
RT LotusOak French Peer Reviewed Study Our Treatment Cured Of Coronavirus Patients https co z u KzqTS COVID,neutral
RT HawleyMO Now China bullying EU even hint criticism Beijing role COVID coronavirus But facts facts Th,neutral
RT EM RESUS Hi ER Doc Do NOT inject consume ANY disinfectants attempt kill COVID,neutral
The way cure COVID butt chug Fabuloso obviously realDonaldTrump,neutral
RT Inevitable ET Good ole FBI Protecting us vitamin C https co B S gjiiDX,positive
RT Fly Sistah cmclymer JoeBiden Yes needs said https co YJClndxoP,neutral
RT DGHisham Our top priority organise coordinate comprehensive response reduce end COVID transmission,positive
We reached digits,neutral
RT THE Russell BREAKING Morrison announces school students exempted requirement maintain M social separation,neutral
RT worldviewer Watch China Testing Nukes North Korea Kim Jong Un Dying YouTube CHINALiedPEOPLEDied COVID CCPVIRUS,neutral
RT QStormisuponus The best cure COVID would complete MSM shutdown days,neutral
RT Beyonce BeyGOOD partners Jack Dorsey startsmall support COVID relief https co n LwqKJW https co GeibDMvC A,negative
RT NCDCgov new cases COVID reported Lagos Gombe FCT Zamfara Edo Ogun Oyo,negative
RT SteelBlitzburgh Mike Tomlin awesome donate COVID Relief Fund That Coach Steelers,neutral
RT Mrtybaba A nurse narrates experience Covid patients This serious StayHome https co TOOGac,negative
RT smitabarooah Is joke Are two countries two set damn rules Here sitting home day day followi,neutral
Good questions,positive
The numbers,positive
